year	team	name	pts	total	game
1947	PHW	Alexander Rosenberg	0	0	0044600211
1947	PHW	Angelo Musi	16	16	0044600211
1947	PHW	Art Hillhouse	15	15	0044600211
1947	PHW	George Senesky	7	7	0044600211
1947	PHW	Howie Dallmar	12	12	0044600211
1947	PHW	Jerry Fleishman	4	4	0044600211
1947	PHW	Jerry Rullo	0	0	0044600211
1947	PHW	Joe Fulks	24	24	0044600211
1947	PHW	Matt Guokas	0	0	0044600211
1947	PHW	Ralph Kaplowitz	4	4	0044600211
1947	NYK	Bob Fitzgerald	0	0	0044600211
1947	NYK	Butch Van Breda Kolff	2	2	0044600211
1947	NYK	Frido Frey	1	1	0044600211
1947	NYK	John Palmer	16	16	0044600211
1947	NYK	Lee Knorek	20	20	0044600211
1947	NYK	Leo Gottlieb	10	10	0044600211
1947	NYK	Marion Cluggish	0	0	0044600211
1947	NYK	Sidney Hertzberg	5	5	0044600211
1947	NYK	Stan Stutz	16	16	0044600211
1947	NYK	Tommy Byrnes	0	0	0044600211
1947	NYK	Audley Brindley	5	5	0044600212
1947	NYK	Bob Fitzgerald	2	2	0044600212
1947	NYK	Butch Van Breda Kolff	4	4	0044600212
1947	NYK	Frido Frey	0	0	0044600212
1947	NYK	John Palmer	9	9	0044600212
1947	NYK	Lee Knorek	3	3	0044600212
1947	NYK	Leo Gottlieb	1	1	0044600212
1947	NYK	Marion Cluggish	4	4	0044600212
1947	NYK	Sidney Hertzberg	7	7	0044600212
1947	NYK	Stan Stutz	7	7	0044600212
1947	NYK	Tommy Byrnes	11	11	0044600212
1947	PHW	Alexander Rosenberg	2	2	0044600212
1947	PHW	Angelo Musi	11	11	0044600212
1947	PHW	Art Hillhouse	10	10	0044600212
1947	PHW	George Senesky	14	14	0044600212
1947	PHW	Howie Dallmar	6	6	0044600212
1947	PHW	Jerry Fleishman	5	5	0044600212
1947	PHW	Jerry Rullo	6	6	0044600212
1947	PHW	Joe Fulks	16	16	0044600212
1947	PHW	Matt Guokas	2	2	0044600212
1947	PHW	Ralph Kaplowitz	0	0	0044600212
1947	WAS	Bob Feerick	13	13	0044600221
1947	WAS	Bob Gantt	2	2	0044600221
1947	WAS	Francis O'Grady	4	4	0044600221
1947	WAS	Freddie Scolari	13	13	0044600221
1947	WAS	Horace McKinney	7	7	0044600221
1947	WAS	Irv Torgoff	4	4	0044600221
1947	WAS	John Mahnken	10	10	0044600221
1947	WAS	Johnny Norlander	12	12	0044600221
1947	WAS	Marty Passaglia	0	0	0044600221
1947	CHS	Bill Davis	0	0	0044600221
1947	CHS	Chet Carlisle	7	7	0044600221
1947	CHS	Chuck Gilmur	15	15	0044600221
1947	CHS	Chuck Halbert	11	11	0044600221
1947	CHS	Don Carlson	6	6	0044600221
1947	CHS	Doyle Parrack	0	0	0044600221
1947	CHS	Jim Seminoff	0	0	0044600221
1947	CHS	Max Zaslofsky	7	7	0044600221
1947	CHS	Mickey Rottner	0	0	0044600221
1947	CHS	Tony Jaros	29	29	0044600221
1947	CHS	Wilbert Kautz	6	6	0044600221
1947	WAS	Bob Feerick	19	19	0044600222
1947	WAS	Bob Gantt	0	0	0044600222
1947	WAS	Francis O'Grady	2	2	0044600222
1947	WAS	Freddie Scolari	4	4	0044600222
1947	WAS	Horace McKinney	1	1	0044600222
1947	WAS	Irv Torgoff	9	9	0044600222
1947	WAS	John Mahnken	11	11	0044600222
1947	WAS	Johnny Norlander	7	7	0044600222
1947	WAS	Marty Passaglia	0	0	0044600222
1947	CHS	Bill Davis	0	0	0044600222
1947	CHS	Chet Carlisle	5	5	0044600222
1947	CHS	Chuck Gilmur	3	3	0044600222
1947	CHS	Chuck Halbert	12	12	0044600222
1947	CHS	Don Carlson	14	14	0044600222
1947	CHS	Doyle Parrack	0	0	0044600222
1947	CHS	Jim Seminoff	5	5	0044600222
1947	CHS	Max Zaslofsky	15	15	0044600222
1947	CHS	Mickey Rottner	1	1	0044600222
1947	CHS	Tony Jaros	14	14	0044600222
1947	CHS	Chet Carlisle	3	3	0044600223
1947	CHS	Chuck Gilmur	0	0	0044600223
1947	CHS	Chuck Halbert	9	9	0044600223
1947	CHS	Don Carlson	22	22	0044600223
1947	CHS	Jim Seminoff	7	7	0044600223
1947	CHS	Max Zaslofsky	20	20	0044600223
1947	CHS	Mickey Rottner	0	0	0044600223
1947	CHS	Tony Jaros	4	4	0044600223
1947	CHS	Wilbert Kautz	2	2	0044600223
1947	WAS	Bob Feerick	16	16	0044600223
1947	WAS	Francis O'Grady	0	0	0044600223
1947	WAS	Freddie Scolari	9	9	0044600223
1947	WAS	Horace McKinney	7	7	0044600223
1947	WAS	Irv Torgoff	10	10	0044600223
1947	WAS	John Mahnken	9	9	0044600223
1947	WAS	Johnny Norlander	4	4	0044600223
1947	WAS	Marty Passaglia	0	0	0044600223
1947	WAS	Bob Feerick	16	16	0044600224
1947	WAS	Francis O'Grady	3	3	0044600224
1947	WAS	Freddie Scolari	11	11	0044600224
1947	WAS	Horace McKinney	15	15	0044600224
1947	WAS	Irv Torgoff	4	4	0044600224
1947	WAS	John Mahnken	18	18	0044600224
1947	WAS	Johnny Norlander	4	4	0044600224
1947	WAS	Marty Passaglia	5	5	0044600224
1947	CHS	Chet Carlisle	0	0	0044600224
1947	CHS	Chuck Gilmur	3	3	0044600224
1947	CHS	Chuck Halbert	17	17	0044600224
1947	CHS	Don Carlson	21	21	0044600224
1947	CHS	Doyle Parrack	1	1	0044600224
1947	CHS	Jim Seminoff	3	3	0044600224
1947	CHS	Max Zaslofsky	21	21	0044600224
1947	CHS	Tony Jaros	2	2	0044600224
1947	CHS	Wilbert Kautz	1	1	0044600224
1947	CHS	Chet Carlisle	1	1	0044600225
1947	CHS	Chuck Gilmur	2	2	0044600225
1947	CHS	Chuck Halbert	9	9	0044600225
1947	CHS	Don Carlson	5	5	0044600225
1947	CHS	Doyle Parrack	0	0	0044600225
1947	CHS	Jim Seminoff	3	3	0044600225
1947	CHS	Max Zaslofsky	20	20	0044600225
1947	CHS	Mickey Rottner	2	2	0044600225
1947	CHS	Tony Jaros	13	13	0044600225
1947	CHS	Wilbert Kautz	0	0	0044600225
1947	WAS	Bob Feerick	18	18	0044600225
1947	WAS	Francis O'Grady	0	0	0044600225
1947	WAS	Freddie Scolari	9	9	0044600225
1947	WAS	Horace McKinney	16	16	0044600225
1947	WAS	Irv Torgoff	8	8	0044600225
1947	WAS	John Mahnken	7	7	0044600225
1947	WAS	Johnny Norlander	9	9	0044600225
1947	WAS	Marty Passaglia	0	0	0044600225
1947	CHS	Chet Carlisle	1	1	0044600226
1947	CHS	Chuck Gilmur	5	5	0044600226
1947	CHS	Chuck Halbert	25	25	0044600226
1947	CHS	Don Carlson	5	5	0044600226
1947	CHS	Jim Seminoff	5	5	0044600226
1947	CHS	Max Zaslofsky	18	18	0044600226
1947	CHS	Mickey Rottner	0	0	0044600226
1947	CHS	Tony Jaros	7	7	0044600226
1947	WAS	Bob Feerick	8	8	0044600226
1947	WAS	Bob Gantt	0	0	0044600226
1947	WAS	Francis O'Grady	0	0	0044600226
1947	WAS	Freddie Scolari	25	25	0044600226
1947	WAS	Horace McKinney	12	12	0044600226
1947	WAS	Irv Torgoff	4	4	0044600226
1947	WAS	John Mahnken	7	7	0044600226
1947	WAS	Johnny Norlander	5	5	0044600226
1947	WAS	Marty Passaglia	0	0	0044600226
1947	PHW	Alexander Rosenberg	0	0	0044600411
1947	PHW	Angelo Musi	19	19	0044600411
1947	PHW	Art Hillhouse	2	2	0044600411
1947	PHW	George Senesky	6	6	0044600411
1947	PHW	Howie Dallmar	6	6	0044600411
1947	PHW	Jerry Fleishman	8	8	0044600411
1947	PHW	Jerry Rullo	0	0	0044600411
1947	PHW	Joe Fulks	37	37	0044600411
1947	PHW	Matt Guokas	1	1	0044600411
1947	PHW	Ralph Kaplowitz	5	5	0044600411
1947	CHS	Bill Davis	5	5	0044600411
1947	CHS	Chet Carlisle	11	11	0044600411
1947	CHS	Chuck Gilmur	9	9	0044600411
1947	CHS	Chuck Halbert	19	19	0044600411
1947	CHS	Don Carlson	10	10	0044600411
1947	CHS	Doyle Parrack	0	0	0044600411
1947	CHS	Jim Seminoff	8	8	0044600411
1947	CHS	Max Zaslofsky	6	6	0044600411
1947	CHS	Mickey Rottner	0	0	0044600411
1947	CHS	Tony Jaros	3	3	0044600411
1947	CHS	Wilbert Kautz	0	0	0044600411
1947	PHW	Alexander Rosenberg	0	0	0044600412
1947	PHW	Angelo Musi	7	7	0044600412
1947	PHW	Art Hillhouse	14	14	0044600412
1947	PHW	George Senesky	3	3	0044600412
1947	PHW	Howie Dallmar	18	18	0044600412
1947	PHW	Jerry Fleishman	16	16	0044600412
1947	PHW	Jerry Rullo	0	0	0044600412
1947	PHW	Joe Fulks	13	13	0044600412
1947	PHW	Matt Guokas	0	0	0044600412
1947	PHW	Ralph Kaplowitz	14	14	0044600412
1947	CHS	Bill Davis	0	0	0044600412
1947	CHS	Chet Carlisle	19	19	0044600412
1947	CHS	Chuck Gilmur	10	10	0044600412
1947	CHS	Chuck Halbert	18	18	0044600412
1947	CHS	Don Carlson	8	8	0044600412
1947	CHS	Doyle Parrack	2	2	0044600412
1947	CHS	Jim Seminoff	5	5	0044600412
1947	CHS	Max Zaslofsky	4	4	0044600412
1947	CHS	Tony Jaros	5	5	0044600412
1947	CHS	Wilbert Kautz	3	3	0044600412
1947	CHS	Bill Davis	1	1	0044600413
1947	CHS	Chet Carlisle	4	4	0044600413
1947	CHS	Chuck Gilmur	5	5	0044600413
1947	CHS	Chuck Halbert	14	14	0044600413
1947	CHS	Don Carlson	15	15	0044600413
1947	CHS	Doyle Parrack	0	0	0044600413
1947	CHS	Jim Seminoff	14	14	0044600413
1947	CHS	Max Zaslofsky	15	15	0044600413
1947	CHS	Mickey Rottner	2	2	0044600413
1947	CHS	Tony Jaros	2	2	0044600413
1947	CHS	Wilbert Kautz	0	0	0044600413
1947	PHW	Alexander Rosenberg	0	0	0044600413
1947	PHW	Angelo Musi	2	2	0044600413
1947	PHW	Art Hillhouse	9	9	0044600413
1947	PHW	George Senesky	13	13	0044600413
1947	PHW	Howie Dallmar	3	3	0044600413
1947	PHW	Jerry Fleishman	11	11	0044600413
1947	PHW	Joe Fulks	26	26	0044600413
1947	PHW	Matt Guokas	0	0	0044600413
1947	PHW	Ralph Kaplowitz	11	11	0044600413
1947	CHS	Bill Davis	0	0	0044600414
1947	CHS	Chuck Gilmur	4	4	0044600414
1947	CHS	Chuck Halbert	13	13	0044600414
1947	CHS	Don Carlson	18	18	0044600414
1947	CHS	Jim Seminoff	13	13	0044600414
1947	CHS	Max Zaslofsky	20	20	0044600414
1947	CHS	Mickey Rottner	4	4	0044600414
1947	CHS	Tony Jaros	2	2	0044600414
1947	CHS	Wilbert Kautz	0	0	0044600414
1947	PHW	Alexander Rosenberg	0	0	0044600414
1947	PHW	Angelo Musi	6	6	0044600414
1947	PHW	Art Hillhouse	4	4	0044600414
1947	PHW	George Senesky	24	24	0044600414
1947	PHW	Howie Dallmar	9	9	0044600414
1947	PHW	Jerry Fleishman	3	3	0044600414
1947	PHW	Jerry Rullo	0	0	0044600414
1947	PHW	Joe Fulks	21	21	0044600414
1947	PHW	Matt Guokas	0	0	0044600414
1947	PHW	Ralph Kaplowitz	6	6	0044600414
1947	PHW	Alexander Rosenberg	0	0	0044600415
1947	PHW	Angelo Musi	13	13	0044600415
1947	PHW	Art Hillhouse	9	9	0044600415
1947	PHW	George Senesky	11	11	0044600415
1947	PHW	Howie Dallmar	7	7	0044600415
1947	PHW	Jerry Fleishman	1	1	0044600415
1947	PHW	Joe Fulks	34	34	0044600415
1947	PHW	Ralph Kaplowitz	8	8	0044600415
1947	CHS	Bill Davis	0	0	0044600415
1947	CHS	Chet Carlisle	5	5	0044600415
1947	CHS	Chuck Gilmur	6	6	0044600415
1947	CHS	Chuck Halbert	8	8	0044600415
1947	CHS	Don Carlson	11	11	0044600415
1947	CHS	Jim Seminoff	12	12	0044600415
1947	CHS	Max Zaslofsky	5	5	0044600415
1947	CHS	Mickey Rottner	2	2	0044600415
1947	CHS	Tony Jaros	21	21	0044600415
1947	CHS	Wilbert Kautz	10	10	0044600415
1947	PHW	Alexander Rosenberg	0	0	0044601011
1947	PHW	Angelo Musi	19	19	0044601011
1947	PHW	Art Hillhouse	10	10	0044601011
1947	PHW	George Senesky	8	8	0044601011
1947	PHW	Howie Dallmar	10	10	0044601011
1947	PHW	Jerry Fleishman	5	5	0044601011
1947	PHW	Jerry Rullo	0	0	0044601011
1947	PHW	Joe Fulks	17	17	0044601011
1947	PHW	Matt Guokas	0	0	0044601011
1947	PHW	Ralph Kaplowitz	4	4	0044601011
1947	BOM	Aubrey Davis	1	1	0044601011
1947	BOM	Belus Smawley	14	14	0044601011
1947	BOM	Bob Doll	6	6	0044601011
1947	BOM	Cecil Hankins	2	2	0044601011
1947	BOM	Don Martin	7	7	0044601011
1947	BOM	Don Putman	2	2	0044601011
1947	BOM	George Munroe	16	16	0044601011
1947	BOM	Giff Roux	2	2	0044601011
1947	BOM	Herschel Baltimore	2	2	0044601011
1947	BOM	Johnny Logan	16	16	0044601011
1947	BOM	Aubrey Davis	4	4	0044601012
1947	BOM	Belus Smawley	17	17	0044601012
1947	BOM	Bob Doll	11	11	0044601012
1947	BOM	Cecil Hankins	3	3	0044601012
1947	BOM	Deb Smith	0	0	0044601012
1947	BOM	Don Martin	3	3	0044601012
1947	BOM	Don Putman	4	4	0044601012
1947	BOM	George Munroe	10	10	0044601012
1947	BOM	Giff Roux	14	14	0044601012
1947	BOM	Herschel Baltimore	2	2	0044601012
1947	BOM	Johnny Logan	5	5	0044601012
1947	PHW	Alexander Rosenberg	0	0	0044601012
1947	PHW	Angelo Musi	12	12	0044601012
1947	PHW	Art Hillhouse	5	5	0044601012
1947	PHW	George Senesky	7	7	0044601012
1947	PHW	Howie Dallmar	5	5	0044601012
1947	PHW	Jerry Fleishman	4	4	0044601012
1947	PHW	Jerry Rullo	1	1	0044601012
1947	PHW	Joe Fulks	9	9	0044601012
1947	PHW	Matt Guokas	1	1	0044601012
1947	PHW	Ralph Kaplowitz	7	7	0044601012
1947	BOM	Aubrey Davis	2	2	0044601013
1947	BOM	Belus Smawley	21	21	0044601013
1947	BOM	Bob Doll	3	3	0044601013
1947	BOM	Don Martin	0	0	0044601013
1947	BOM	Don Putman	9	9	0044601013
1947	BOM	George Munroe	8	8	0044601013
1947	BOM	Giff Roux	6	6	0044601013
1947	BOM	Herschel Baltimore	0	0	0044601013
1947	BOM	Johnny Logan	10	10	0044601013
1947	PHW	Angelo Musi	12	12	0044601013
1947	PHW	Art Hillhouse	9	9	0044601013
1947	PHW	George Senesky	16	16	0044601013
1947	PHW	Howie Dallmar	6	6	0044601013
1947	PHW	Joe Fulks	24	24	0044601013
1947	PHW	Ralph Kaplowitz	8	8	0044601013
1948	BOM	Ariel Maughan	12	12	0044700211
1948	BOM	Belus Smawley	21	21	0044700211
1948	BOM	Bob Doll	11	11	0044700211
1948	BOM	Don Martin	0	0	0044700211
1948	BOM	Don Putman	0	0	0044700211
1948	BOM	Francis O'Grady	6	6	0044700211
1948	BOM	Giff Roux	1	1	0044700211
1948	BOM	Johnny Logan	5	5	0044700211
1948	BOM	Red Rocha	4	4	0044700211
1948	PHW	Angelo Musi	4	4	0044700211
1948	PHW	Chuck Halbert	9	9	0044700211
1948	PHW	George Senesky	7	7	0044700211
1948	PHW	Hank Beenders	5	5	0044700211
1948	PHW	Howie Dallmar	9	9	0044700211
1948	PHW	Joe Fulks	18	18	0044700211
1948	PHW	Ralph Kaplowitz	6	6	0044700211
1948	BOM	Ariel Maughan	12	12	0044700212
1948	BOM	Belus Smawley	13	13	0044700212
1948	BOM	Bob Doll	5	5	0044700212
1948	BOM	Don Putman	9	9	0044700212
1948	BOM	Francis O'Grady	0	0	0044700212
1948	BOM	Irv Rothenberg	11	11	0044700212
1948	BOM	Johnny Logan	10	10	0044700212
1948	BOM	Red Rocha	4	4	0044700212
1948	PHW	Angelo Musi	6	6	0044700212
1948	PHW	Chuck Halbert	6	6	0044700212
1948	PHW	George Senesky	20	20	0044700212
1948	PHW	Hank Beenders	0	0	0044700212
1948	PHW	Howie Dallmar	2	2	0044700212
1948	PHW	Joe Fulks	17	17	0044700212
1948	PHW	Ralph Kaplowitz	14	14	0044700212
1948	PHW	Angelo Musi	2	2	0044700213
1948	PHW	Bob O'Brien	6	6	0044700213
1948	PHW	Chuck Halbert	18	18	0044700213
1948	PHW	Francis Crossin	4	4	0044700213
1948	PHW	George Senesky	4	4	0044700213
1948	PHW	Hank Beenders	2	2	0044700213
1948	PHW	Howie Dallmar	10	10	0044700213
1948	PHW	Joe Fulks	30	30	0044700213
1948	PHW	Ralph Kaplowitz	8	8	0044700213
1948	BOM	Ariel Maughan	16	16	0044700213
1948	BOM	Belus Smawley	8	8	0044700213
1948	BOM	Bob Doll	4	4	0044700213
1948	BOM	Don Martin	9	9	0044700213
1948	BOM	Don Putman	2	2	0044700213
1948	BOM	Francis O'Grady	0	0	0044700213
1948	BOM	Giff Roux	0	0	0044700213
1948	BOM	Irv Rothenberg	1	1	0044700213
1948	BOM	Red Rocha	16	16	0044700213
1948	PHW	Angelo Musi	0	0	0044700214
1948	PHW	Bob O'Brien	0	0	0044700214
1948	PHW	Chuck Halbert	8	8	0044700214
1948	PHW	Francis Crossin	2	2	0044700214
1948	PHW	George Senesky	8	8	0044700214
1948	PHW	Hank Beenders	0	0	0044700214
1948	PHW	Howie Dallmar	10	10	0044700214
1948	PHW	Joe Fulks	21	21	0044700214
1948	PHW	Ralph Kaplowitz	2	2	0044700214
1948	BOM	Ariel Maughan	18	18	0044700214
1948	BOM	Bob Doll	10	10	0044700214
1948	BOM	Don Martin	0	0	0044700214
1948	BOM	Don Putman	1	1	0044700214
1948	BOM	Francis O'Grady	8	8	0044700214
1948	BOM	Giff Roux	0	0	0044700214
1948	BOM	Irv Rothenberg	0	0	0044700214
1948	BOM	Red Rocha	19	19	0044700214
1948	BOM	Ariel Maughan	9	9	0044700215
1948	BOM	Belus Smawley	2	2	0044700215
1948	BOM	Bob Doll	18	18	0044700215
1948	BOM	Don Putman	4	4	0044700215
1948	BOM	Francis O'Grady	2	2	0044700215
1948	BOM	Johnny Logan	12	12	0044700215
1948	BOM	Red Rocha	22	22	0044700215
1948	PHW	Angelo Musi	10	10	0044700215
1948	PHW	Bob O'Brien	3	3	0044700215
1948	PHW	Chuck Halbert	1	1	0044700215
1948	PHW	Francis Crossin	4	4	0044700215
1948	PHW	George Senesky	13	13	0044700215
1948	PHW	Hank Beenders	5	5	0044700215
1948	PHW	Howie Dallmar	8	8	0044700215
1948	PHW	Joe Fulks	17	17	0044700215
1948	PHW	Ralph Kaplowitz	1	1	0044700215
1948	PHW	Angelo Musi	11	11	0044700216
1948	PHW	Bob O'Brien	3	3	0044700216
1948	PHW	Chuck Halbert	16	16	0044700216
1948	PHW	Francis Crossin	8	8	0044700216
1948	PHW	George Senesky	9	9	0044700216
1948	PHW	Hank Beenders	4	4	0044700216
1948	PHW	Howie Dallmar	2	2	0044700216
1948	PHW	Jerry Fleishman	5	5	0044700216
1948	PHW	Joe Fulks	23	23	0044700216
1948	PHW	Ralph Kaplowitz	3	3	0044700216
1948	BOM	Ariel Maughan	9	9	0044700216
1948	BOM	Belus Smawley	10	10	0044700216
1948	BOM	Bob Doll	2	2	0044700216
1948	BOM	Don Martin	0	0	0044700216
1948	BOM	Don Putman	7	7	0044700216
1948	BOM	Francis O'Grady	7	7	0044700216
1948	BOM	Giff Roux	3	3	0044700216
1948	BOM	Irv Rothenberg	1	1	0044700216
1948	BOM	Johnny Logan	11	11	0044700216
1948	BOM	Red Rocha	11	11	0044700216
1948	BOM	Ariel Maughan	4	4	0044700217
1948	BOM	Belus Smawley	12	12	0044700217
1948	BOM	Bob Doll	0	0	0044700217
1948	BOM	Don Martin	2	2	0044700217
1948	BOM	Don Putman	0	0	0044700217
1948	BOM	Francis O'Grady	2	2	0044700217
1948	BOM	Giff Roux	3	3	0044700217
1948	BOM	Irv Rothenberg	1	1	0044700217
1948	BOM	Johnny Logan	18	18	0044700217
1948	BOM	Red Rocha	4	4	0044700217
1948	PHW	Angelo Musi	9	9	0044700217
1948	PHW	Bob O'Brien	4	4	0044700217
1948	PHW	Chuck Halbert	14	14	0044700217
1948	PHW	Francis Crossin	11	11	0044700217
1948	PHW	George Senesky	10	10	0044700217
1948	PHW	Hank Beenders	4	4	0044700217
1948	PHW	Howie Dallmar	12	12	0044700217
1948	PHW	Joe Fulks	15	15	0044700217
1948	PHW	Ralph Kaplowitz	6	6	0044700217
1948	CHS	Andy Phillip	3	3	0044700221
1948	CHS	Ben Schadler	6	6	0044700221
1948	CHS	Chuck Gilmur	3	3	0044700221
1948	CHS	Gene Rock	0	0	0044700221
1948	CHS	Gene Vance	12	12	0044700221
1948	CHS	Jim Seminoff	13	13	0044700221
1948	CHS	Max Zaslofsky	15	15	0044700221
1948	CHS	Mickey Rottner	0	0	0044700221
1948	CHS	Paul Huston	0	0	0044700221
1948	CHS	Stan Miasek	15	15	0044700221
1948	BAL	Bear, The Body Hoffman	19	19	0044700221
1948	BAL	Buddy Jeannette	11	11	0044700221
1948	BAL	Carl Meinhold	0	0	0044700221
1948	BAL	Clarence Hermsen	13	13	0044700221
1948	BAL	Connie Simmons	7	7	0044700221
1948	BAL	Dick Schulz	13	13	0044700221
1948	BAL	Grady Lewis	3	3	0044700221
1948	BAL	Herm Fuetsch	1	1	0044700221
1948	BAL	Joseph Reiser	6	6	0044700221
1948	BAL	Bear, The Body Hoffman	8	8	0044700222
1948	BAL	Buddy Jeannette	12	12	0044700222
1948	BAL	Carl Meinhold	7	7	0044700222
1948	BAL	Clarence Hermsen	9	9	0044700222
1948	BAL	Connie Simmons	11	11	0044700222
1948	BAL	Dick Schulz	11	11	0044700222
1948	BAL	Grady Lewis	9	9	0044700222
1948	BAL	Herm Fuetsch	1	1	0044700222
1948	BAL	Herm Klotz	3	3	0044700222
1948	BAL	Joseph Reiser	18	18	0044700222
1948	CHS	Andy Phillip	0	0	0044700222
1948	CHS	Ben Schadler	2	2	0044700222
1948	CHS	Chuck Gilmur	10	10	0044700222
1948	CHS	Gene Vance	9	9	0044700222
1948	CHS	Jim Seminoff	5	5	0044700222
1948	CHS	Max Zaslofsky	11	11	0044700222
1948	CHS	Mickey Rottner	2	2	0044700222
1948	CHS	Paul Huston	6	6	0044700222
1948	CHS	Stan Miasek	27	27	0044700222
1948	PHW	Angelo Musi	7	7	0044700411
1948	PHW	Bob O'Brien	1	1	0044700411
1948	PHW	Chuck Halbert	19	19	0044700411
1948	PHW	Francis Crossin	3	3	0044700411
1948	PHW	George Senesky	8	8	0044700411
1948	PHW	Hank Beenders	0	0	0044700411
1948	PHW	Howie Dallmar	6	6	0044700411
1948	PHW	Jerry Fleishman	0	0	0044700411
1948	PHW	Joe Fulks	17	17	0044700411
1948	PHW	Ralph Kaplowitz	10	10	0044700411
1948	BAL	Bear, The Body Hoffman	6	6	0044700411
1948	BAL	Buddy Jeannette	7	7	0044700411
1948	BAL	Carl Meinhold	5	5	0044700411
1948	BAL	Clarence Hermsen	9	9	0044700411
1948	BAL	Connie Simmons	15	15	0044700411
1948	BAL	Dick Schulz	6	6	0044700411
1948	BAL	Grady Lewis	6	6	0044700411
1948	BAL	Herm Fuetsch	0	0	0044700411
1948	BAL	Herm Klotz	3	3	0044700411
1948	BAL	Joseph Reiser	3	3	0044700411
1948	PHW	Angelo Musi	5	5	0044700412
1948	PHW	Chuck Halbert	9	9	0044700412
1948	PHW	Francis Crossin	0	0	0044700412
1948	PHW	George Senesky	7	7	0044700412
1948	PHW	Hank Beenders	0	0	0044700412
1948	PHW	Howie Dallmar	9	9	0044700412
1948	PHW	Jerry Fleishman	0	0	0044700412
1948	PHW	Joe Fulks	27	27	0044700412
1948	PHW	Ralph Kaplowitz	6	6	0044700412
1948	BAL	Bear, The Body Hoffman	12	12	0044700412
1948	BAL	Buddy Jeannette	7	7	0044700412
1948	BAL	Carl Meinhold	3	3	0044700412
1948	BAL	Clarence Hermsen	10	10	0044700412
1948	BAL	Connie Simmons	25	25	0044700412
1948	BAL	Dick Schulz	2	2	0044700412
1948	BAL	Grady Lewis	4	4	0044700412
1948	BAL	Herm Fuetsch	1	1	0044700412
1948	BAL	Herm Klotz	0	0	0044700412
1948	BAL	Joseph Reiser	2	2	0044700412
1948	BAL	Bear, The Body Hoffman	9	9	0044700413
1948	BAL	Buddy Jeannette	8	8	0044700413
1948	BAL	Carl Meinhold	9	9	0044700413
1948	BAL	Clarence Hermsen	8	8	0044700413
1948	BAL	Connie Simmons	14	14	0044700413
1948	BAL	Dick Schulz	9	9	0044700413
1948	BAL	Grady Lewis	6	6	0044700413
1948	BAL	Joseph Reiser	9	9	0044700413
1948	PHW	Angelo Musi	0	0	0044700413
1948	PHW	Chuck Halbert	10	10	0044700413
1948	PHW	George Senesky	14	14	0044700413
1948	PHW	Howie Dallmar	8	8	0044700413
1948	PHW	Jerry Fleishman	7	7	0044700413
1948	PHW	Joe Fulks	21	21	0044700413
1948	PHW	Ralph Kaplowitz	10	10	0044700413
1948	BAL	Bear, The Body Hoffman	27	27	0044700414
1948	BAL	Buddy Jeannette	8	8	0044700414
1948	BAL	Carl Meinhold	2	2	0044700414
1948	BAL	Clarence Hermsen	10	10	0044700414
1948	BAL	Connie Simmons	9	9	0044700414
1948	BAL	Dick Schulz	11	11	0044700414
1948	BAL	Grady Lewis	4	4	0044700414
1948	BAL	Joseph Reiser	7	7	0044700414
1948	PHW	Angelo Musi	2	2	0044700414
1948	PHW	Bob O'Brien	0	0	0044700414
1948	PHW	Chuck Halbert	20	20	0044700414
1948	PHW	Francis Crossin	4	4	0044700414
1948	PHW	George Senesky	10	10	0044700414
1948	PHW	Hank Beenders	0	0	0044700414
1948	PHW	Howie Dallmar	8	8	0044700414
1948	PHW	Jerry Fleishman	2	2	0044700414
1948	PHW	Joe Fulks	29	29	0044700414
1948	PHW	Ralph Kaplowitz	0	0	0044700414
1948	PHW	Angelo Musi	9	9	0044700415
1948	PHW	Bob O'Brien	8	8	0044700415
1948	PHW	Chuck Halbert	13	13	0044700415
1948	PHW	Francis Crossin	2	2	0044700415
1948	PHW	George Senesky	14	14	0044700415
1948	PHW	Hank Beenders	1	1	0044700415
1948	PHW	Howie Dallmar	14	14	0044700415
1948	PHW	Jerry Fleishman	0	0	0044700415
1948	PHW	Joe Fulks	19	19	0044700415
1948	PHW	Ralph Kaplowitz	11	11	0044700415
1948	BAL	Bear, The Body Hoffman	13	13	0044700415
1948	BAL	Buddy Jeannette	8	8	0044700415
1948	BAL	Carl Meinhold	3	3	0044700415
1948	BAL	Clarence Hermsen	13	13	0044700415
1948	BAL	Connie Simmons	16	16	0044700415
1948	BAL	Dick Schulz	6	6	0044700415
1948	BAL	Grady Lewis	10	10	0044700415
1948	BAL	Herm Fuetsch	0	0	0044700415
1948	BAL	Herm Klotz	0	0	0044700415
1948	BAL	Joseph Reiser	13	13	0044700415
1948	BAL	Bear, The Body Hoffman	15	15	0044700416
1948	BAL	Buddy Jeannette	15	15	0044700416
1948	BAL	Carl Meinhold	2	2	0044700416
1948	BAL	Clarence Hermsen	12	12	0044700416
1948	BAL	Connie Simmons	12	12	0044700416
1948	BAL	Dick Schulz	7	7	0044700416
1948	BAL	Grady Lewis	4	4	0044700416
1948	BAL	Herm Fuetsch	5	5	0044700416
1948	BAL	Herm Klotz	0	0	0044700416
1948	BAL	Joseph Reiser	16	16	0044700416
1948	PHW	Angelo Musi	8	8	0044700416
1948	PHW	Bob O'Brien	3	3	0044700416
1948	PHW	Chuck Halbert	6	6	0044700416
