year,week,name,id,gross,theaters
1977,24,The Deep,rl3561784833,6835540,731
1977,24,Exorcist II: The Heretic,rl1582335489,6735000,703
1977,24,Star Wars,rl2759034369,2788281,157
1977,25,Star Wars,rl2759034369,4885463,360
1977,27,Star Wars,rl2759034369,6197462,589
1977,28,Star Wars,rl2759034369,6806951,757
1977,29,Star Wars,rl2759034369,7000644,843
1977,30,Star Wars,rl2759034369,6234376,-
1977,31,Star Wars,rl2759034369,7195573,1044
1977,32,Star Wars,rl2759034369,6705755,1074
1977,33,Star Wars,rl2759034369,5908751,1096
1977,34,Star Wars,rl2759034369,5239535,1048
1977,40,"Oh, God!",rl2137425409,2040920,198
1977,42,Star Wars,rl2759034369,2891000,-
1977,42,Looking for Mr. Goodbar,rl3093399041,1540635,110
1977,43,Star Wars,rl2759034369,3292879,739
1977,44,Star Wars,rl2759034369,2626914,665
1977,45,Star Wars,rl2759034369,2269052,642
1977,46,Star Wars,rl2759034369,1949157,605
1977,47,Star Wars,rl2759034369,2472656,593
1977,48,Star Wars,rl2759034369,1595568,561
1977,49,Star Wars,rl2759034369,1152953,485
1977,50,Close Encounters of the Third Kind,rl340428289,5379460,272
1977,50,Saturday Night Fever,rl2926544385,3878099,504
1977,50,Star Wars,rl2759034369,844662,414
1978,01,Saturday Night Fever,rl2926544385,2671060,726
1978,05,Star Wars,rl2759034369,817290,174
1978,10,Star Wars,rl2759034369,622291,130
1978,13,Star Wars,rl2759034369,543897,107
1978,14,Star Wars,rl2759034369,790452,104
1978,15,Star Wars,rl2759034369,602039,103
1978,23,Damien: Omen II,rl1583777281,3880880,525
1978,24,Jaws 2,rl3562702337,9866023,640
1978,24,Grease,rl2052556289,8941717,862
1978,26,Heaven Can Wait,rl3629549057,3652486,540
1978,29,Star Wars,rl2759034369,10166336,1750
1978,30,National Lampoon's Animal House,rl994215425,276538,12
1978,46,The Lord of the Rings,rl4066477569,626649,31
1978,50,Superman,rl4050814465,7465343,508
1978,51,Every Which Way but Loose,rl105940481,10272294,1275
1978,51,Superman,rl4050814465,6535784,806
1978,52,Superman,rl4050814465,10363384,817
1979,05,The Great Train Robbery,rl1482130945,391942,54
1979,06,The Warriors,rl410551809,3529675,551
1979,09,Norma Rae,rl2422703617,262778,48
1979,10,The Passage,rl3983115777,70461,17
1979,11,Voices,rl2658764289,21040,2
1979,13,La Cage aux Folles,rl3327952385,18709,5
1979,14,The Champ,rl3242755585,1972684,563
1979,17,Manhattan,rl1046709761,485734,29
1979,18,Last Embrace,rl1113556481,376896,266
1979,22,Alien,rl3443557889,2192024,91
1979,23,Alien,rl3443557889,2669177,132
1979,24,Rocky II,rl2993456641,6390537,780
1979,24,Alien,rl3443557889,2240772,148
1979,24,Butch and Sundance: The Early Days,rl3645474305,1522351,689
1979,25,Alien,rl3443557889,5312945,635
1979,25,Escape from Alcatraz,rl3461449217,5306354,815
1979,25,Lost and Found,rl2304869889,1022374,382
1979,26,Moonraker,rl1516602881,7108344,788
1979,26,Alien,rl3443557889,4560137,745
1979,26,Meatballs,rl3479406081,77170,7
1979,27,Alien,rl3443557889,3391197,757
1979,28,Alien,rl3443557889,2777042,733
1979,28,The Frisco Kid,rl743802369,160292,26
1979,28,Breaking Away,rl3477505537,17702,1
1979,29,Dracula,rl1565427201,3141281,395
1979,29,Alien,rl3443557889,2246329,695
1979,29,Breaking Away,rl3477505537,287424,95
1979,30,The Amityville Horror,rl2202240513,7843467,748
1979,30,Alien,rl3443557889,1816627,681
1979,31,Alien,rl3443557889,1533612,613
1979,32,Alien,rl3443557889,1301922,582
1979,33,Alien,rl3443557889,993340,419
1979,33,Life of Brian,rl2908653057,140034,5
1979,33,Apocalypse Now,rl1816299009,118558,3
1979,33,Rich Kids,rl946636289,53064,5
1979,34,Star Wars,rl2759034369,6760165,1520
1979,34,Alien,rl3443557889,957284,422
1979,36,Alien,rl3443557889,649505,357
1979,37,Alien,rl3443557889,485711,317
1979,38,Alien,rl3443557889,540887,360
1979,38,National Lampoon's Animal House,rl977438209,201747,40
1979,39,Alien,rl3443557889,393452,291
1979,40,10,rl960595457,3526692,706
1979,40,Alien,rl3443557889,286282,240
1979,42,Meteor,rl1835173377,2250000,575
1979,43,The Great Santini,rl1666680321,83527,87
1979,44,The Fish That Saved Pittsburgh,rl3931342337,12922,1
1979,45,Fiddler on the Roof,rl1733527041,1726942,456
1979,45,The Rose,rl4050421249,793063,44
1979,49,Star Trek: The Motion Picture,rl2977138177,11926421,857
1979,50,Star Trek: The Motion Picture,rl2977138177,7215484,857
1979,50,The Jerk,rl878544385,5935025,525
1979,50,1941,rl2034337281,2701898,325
1979,52,Going in Style,rl2757002753,1781164,731
1980,03,Windows,rl2809890305,311796,46
1980,03,Heart Beat,rl4233528833,74303,18
1980,04,Guyana: Cult of the Damned,rl3780609537,1668965,748
1980,05,American Gigolo,rl3091432961,3559930,570
1980,06,The Last Married Couple in America,rl3076490753,2454289,488
1980,06,Hero at Large,rl1952024065,1850725,486
1980,06,Just Tell Me What You Want,rl4032660993,197230,49
1980,09,Foxes,rl2421327361,221141,34
1980,10,Coal Miner's Daughter,rl1883932161,3366443,437
1980,11,A Small Circle of Friends,rl879789569,61109,19
1980,12,Little Miss Marker,rl4133389825,853173,472
1980,12,Hide in Plain Sight,rl1515816449,810109,325
1980,13,When Time Ran Out...,rl3380119041,1400994,677
1980,13,Gilda Live,rl844400129,344234,59
1980,16,North Sea Hijack,rl1683195393,805511,398
1980,17,Where the Buffalo Roam,rl3262678529,1750593,464
1980,19,Friday the 13th,rl3344074241,5816321,1100
1980,19,The Nude Bomb,rl3395782145,3565066,793
1980,20,The Long Riders,rl1398900225,2351112,759
1980,20,Fame,rl4283467265,118160,3
1980,21,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,4910483,126
1980,23,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,4339769,126
1980,24,Bronco Billy,rl1497990657,3708710,1321
1980,24,Wholly Moses!,rl2105247233,3625280,608
1980,24,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,3606000,126
1980,24,The Island,rl1297778177,3123267,584
1980,24,Roadie,rl1768719873,1002263,549
1980,25,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,10840307,823
1980,25,The Blues Brothers,rl289834497,4858152,594
1980,25,Brubaker,rl3125380609,2748079,594
1980,26,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,9217874,821
1980,27,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,8309772,880
1980,28,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,6652858,858
1980,28,Oh Heavenly Dog,rl1919321601,323320,114
1980,28,My Bodyguard,rl392463873,178641,39
1980,29,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,6721000,1089
1980,29,Cheech and Chong's Next Movie,rl2018215425,5262963,814
1980,29,Honeysuckle Rose,rl1029211649,2189966,826
1980,30,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,7130000,1278
1980,30,Caddyshack,rl3326707201,3142689,656
1980,31,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,5758789,1139
1980,32,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,4554679,1195
1980,32,The Fiendish Plot of Dr. Fu Manchu,rl1565754881,2399109,465
1980,32,Xanadu,rl1501201921,1471595,249
1980,32,Why Would I Lie?,rl1702594049,52473,56
1980,33,Smokey and the Bandit II,rl460359169,10883835,1196
1980,33,Star Wars: Episode V - The Empire Strikes Back,rl2775811585,4321216,1208
1980,33,"Those Lips, Those Eyes",rl1131709953,63766,51
1980,38,Ordinary People,rl3378939393,170335,6
1980,39,In God We Trust (or Gimme That Prime Time Religion),rl3159655937,2008150,653
1980,39,My Bodyguard,rl392463873,1371650,477
1980,39,Divine Madness,rl3863971329,769787,127
1980,39,Stardust Memories,rl1316193793,326779,29
1980,39,Resurrection,rl4251813377,308068,417
1980,40,"Oh, God! Book II",rl1885767169,3439846,1033
1980,40,Somewhere in Time,rl3195045377,1203011,369
1980,40,One-Trick Pony,rl2556855809,150809,30
1980,40,Gloria,rl1716815361,33767,1
1980,41,Private Benjamin,rl3513484801,4739769,763
1980,43,Motel Hell,rl3177547265,1924776,757
1980,43,Loving Couples,rl3949037057,1010181,592
1980,44,The Awakening,rl608536065,2728520,909
1980,46,The Idolmaker,rl576423425,318403,171
1980,46,Raging Bull,rl4201285121,128590,4
1980,47,Raging Bull,rl4201285121,112663,4
1980,48,Raging Bull,rl4201285121,129307,4
1980,49,Flash Gordon,rl3461580289,3934030,823
1980,49,Raging Bull,rl4201285121,93219,4
1980,49,The Competition,rl2370471425,76163,6
1980,50,Stir Crazy,rl3312682497,8691886,813
1980,50,Popeye,rl2003535361,6310520,901
1980,50,Raging Bull,rl4201285121,71852,4
1980,51,Any Which Way You Can,rl1916962305,8024663,1541
1980,51,9 to 5,rl876643841,3966832,910
1980,51,The Formula,rl1163036161,842985,477
1980,51,Raging Bull,rl4201285121,649470,180
1980,52,First Family,rl4216555009,3635564,563
1980,52,Altered States,rl1749255681,174650,3
1981,05,The Incredible Shrinking Woman,rl2589689345,4279264,789
1981,10,All Night Long,rl423855617,1392852,362
1981,11,Back Roads,rl1967490561,3046339,805
1981,11,The Funhouse,rl2069202433,2765456,814
1981,11,Modern Romance,rl895845889,18225,1
1981,12,The Final Conflict,rl1600554497,5571675,918
1981,13,Eyes of a Stranger,rl3041953281,546724,180
1981,15,Excalibur,rl1783662081,4519706,692
1981,15,Nighthawks,rl224888321,2525360,659
1981,15,This Is Elvis,rl1383368193,429146,309
1981,17,The Hand,rl559318529,566736,183
1981,17,Cattle Annie and Little Britches,rl2202568193,115679,215
1981,18,Friday the 13th Part 2,rl3478291969,6429784,1350
1981,18,King of the Mountain,rl1180468737,958637,703
1981,24,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,8305823,1078
1981,24,History of the World: Part I,rl2572781057,4792731,484
1981,25,Superman II,rl4084368897,14100523,1397
1981,25,The Cannonball Run,rl4752897,11765654,1673
1981,25,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,8018871,1078
1981,26,Superman II,rl4084368897,10765687,1408
1981,26,The Cannonball Run,rl4752897,8241415,1692
1981,26,For Your Eyes Only,rl4135224833,6834967,952
1981,26,Stripes,rl1685227009,6130197,1074
1981,26,The Great Muppet Caper,rl3412428289,2968990,73
1981,26,Dragonslayer,rl1229882881,2407939,868
1981,27,Superman II,rl4084368897,10905892,1878
1981,29,Endless Love,rl2219935233,4163623,574
1981,29,Arthur,rl2621605377,2719534,701
1981,30,Wolfen,rl3397092865,3037911,967
1981,31,Under the Rainbow,rl2759230977,2297493,488
1981,32,Student Bodies,rl2171831809,1582148,628
1981,34,An American Werewolf in London,rl2336458241,3786512,870
1981,34,Honky Tonk Freeway,rl1062766081,939423,629
1981,34,Prince of the City,rl3798697473,64713,3
1981,35,Body Heat,rl1749452289,564593,34
1981,38,Continental Divide,rl3611985409,3218347,864
1981,38,Raggedy Man,rl4251616769,287081,199
1981,39,Chariots of Fire,rl508265985,68907,3
1981,40,Zoot Suit,rl679314945,63356,57
1981,43,Silence of the North,rl1517389313,344837,272
1981,44,Halloween II,rl3310847489,7446508,1211
1981,45,Time Bandits,rl4185163265,6507356,821
1981,46,The Pursuit of D.B. Cooper,rl1584039425,1214767,867
1981,47,Ragtime,rl4285171201,151351,5
1981,47,Absence of Malice,rl356550145,97667,2
1981,49,Reds,rl1399686657,2325029,396
1981,49,On Golden Pond,rl2320795137,89213,2
1981,50,Rollover,rl2741798401,2260689,755
1981,50,Taps,rl2910160385,93005,3
1981,50,On Golden Pond,rl2320795137,77458,2
1981,51,Neighbors,rl4033119745,6481386,1387
1981,51,Sharky's Machine,rl3983443457,3022041,1388
1981,51,Absence of Malice,rl356550145,2427365,816
1981,51,Taps,rl2910160385,2110078,455
1981,51,Ghost Story,rl3461711361,2105729,548
1981,51,Cinderella,rl4199253505,1300000,560
1981,51,Heartbeeps,rl4250306049,407464,493
1981,51,On Golden Pond,rl2320795137,55236,2
1981,52,On Golden Pond,rl2320795137,86874,2
1982,01,On Golden Pond,rl2320795137,88705,2
1982,02,Sharky's Machine,rl3983443457,2850839,1379
1982,02,Taps,rl2910160385,2787655,623
1982,02,Modern Problems,rl1046840833,2686452,1119
1982,02,Absence of Malice,rl356550145,2440996,886
1982,02,Reds,rl1399686657,2379809,644
1982,02,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1908232,914
1982,02,Cinderella,rl4199253505,1774588,1050
1982,02,Ragtime,rl4285171201,1508236,447
1982,02,Ghost Story,rl3461711361,1492999,600
1982,02,Neighbors,rl4033119745,1306242,1290
1982,02,Time Bandits,rl4185163265,1164201,696
1982,02,Rollover,rl2741798401,662219,484
1982,02,Chariots of Fire,rl508265985,331010,34
1982,02,On Golden Pond,rl2320795137,102856,3
1982,03,Absence of Malice,rl356550145,3290111,994
1982,03,Taps,rl2910160385,2627241,689
1982,03,Sharky's Machine,rl3983443457,2261513,1109
1982,03,Reds,rl1399686657,2181946,626
1982,03,Modern Problems,rl1046840833,2106471,1006
1982,03,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1629191,796
1982,03,Ragtime,rl4285171201,1403534,419
1982,03,Neighbors,rl4033119745,1259688,910
1982,03,Cinderella,rl4199253505,1235249,940
1982,03,Ghost Story,rl3461711361,1195540,558
1982,03,Time Bandits,rl4185163265,627136,40
1982,03,Arthur,rl2621605377,586812,381
1982,03,Rollover,rl2741798401,532471,443
1982,03,Pennies from Heaven,rl275285505,520000,315
1982,03,Chariots of Fire,rl508265985,359516,36
1982,03,Buddy Buddy,rl2705950209,189000,248
1982,03,On Golden Pond,rl2320795137,98793,3
1982,04,On Golden Pond,rl2320795137,3853902,534
1982,04,Absence of Malice,rl356550145,2097019,965
1982,04,Taps,rl2910160385,2006988,792
1982,04,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1788556,740
1982,04,Whose Life Is It Anyway?,rl1752925697,1348576,615
1982,04,Sharky's Machine,rl3983443457,1327346,801
1982,04,Modern Problems,rl1046840833,1241189,797
1982,04,Reds,rl1399686657,1220633,573
1982,04,Private Lessons,rl3597370881,1056158,179
1982,04,Ragtime,rl4285171201,851000,350
1982,04,Neighbors,rl4033119745,609444,550
1982,04,Arthur,rl2621605377,359415,282
1982,04,Chariots of Fire,rl508265985,259453,36
1982,04,Rollover,rl2741798401,210273,260
1982,05,On Golden Pond,rl2320795137,5008290,544
1982,05,Absence of Malice,rl356550145,2166098,938
1982,05,Taps,rl2910160385,1907669,741
1982,05,Vice Squad,rl1417250305,1717205,510
1982,05,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1520273,681
1982,05,The Seduction,rl24020481,1503543,597
1982,05,Private Lessons,rl3597370881,1188236,219
1982,05,Reds,rl1399686657,1147395,419
1982,05,Sharky's Machine,rl3983443457,1132426,688
1982,05,Modern Problems,rl1046840833,1025546,660
1982,05,Ragtime,rl4285171201,702905,250
1982,05,The Border,rl3007743489,516014,84
1982,05,Neighbors,rl4033119745,491727,450
1982,05,Chariots of Fire,rl508265985,476605,70
1982,05,Arthur,rl2621605377,350039,192
1982,05,Rollover,rl2741798401,190611,232
1982,06,On Golden Pond,rl2320795137,4900463,506
1982,06,Absence of Malice,rl356550145,1837530,932
1982,06,Taps,rl2910160385,1726889,763
1982,06,Venom,rl1970898433,1672747,900
1982,06,Chariots of Fire,rl508265985,1669582,283
1982,06,Night Crossing,rl325551617,1547912,640
1982,06,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1281561,732
1982,06,Vice Squad,rl1417250305,1160714,396
1982,06,Sharky's Machine,rl3983443457,897448,659
1982,06,Reds,rl1399686657,886581,369
1982,06,Private Lessons,rl3597370881,863236,224
1982,06,The Seduction,rl24020481,844810,476
1982,07,One from the Heart,rl3026617857,389249,41
1982,07,The Boat,rl1934394881,26994,2
1982,08,On Golden Pond,rl2320795137,6526822,1015
1982,08,Shoot the Moon,rl695305729,1870000,585
1982,08,Making Love,rl4267738625,1805935,371
1982,08,Chariots of Fire,rl508265985,1689149,293
1982,08,The Border,rl3007743489,1571525,741
1982,08,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1442813,668
1982,08,Reds,rl1399686657,1272275,576
1982,08,Taps,rl2910160385,1131010,689
1982,08,Arthur,rl2621605377,997606,619
1982,08,Absence of Malice,rl356550145,893845,646
1982,08,Cannery Row,rl239633921,880000,620
1982,08,Night Crossing,rl325551617,850000,440
1982,08,Barbarosa,rl2252703233,285312,187
1982,09,On Golden Pond,rl2320795137,5602328,966
1982,09,Making Love,rl4267738625,1695000,380
1982,09,Shoot the Moon,rl695305729,1687061,585
1982,09,Chariots of Fire,rl508265985,1636721,293
1982,09,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1410000,650
1982,09,Arthur,rl2621605377,933000,575
1982,09,Absence of Malice,rl356550145,927000,600
1982,09,Taps,rl2910160385,700000,650
1982,10,On Golden Pond,rl2320795137,5507123,935
1982,10,Chariots of Fire,rl508265985,2229501,442
1982,10,Death Wish II,rl3914106369,1871487,377
1982,10,Evil Under the Sun,rl1901102593,1690774,609
1982,10,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1665000,650
1982,10,Making Love,rl4267738625,1130000,380
1982,10,Shoot the Moon,rl695305729,990000,450
1982,10,Arthur,rl2621605377,805000,500
1982,10,Absence of Malice,rl356550145,726000,550
1982,10,Taps,rl2910160385,717000,575
1982,11,Richard Pryor: Live on the Sunset Strip,rl1013745153,7780693,1277
1982,11,On Golden Pond,rl2320795137,4800000,1015
1982,11,Missing,rl3714221569,2300000,733
1982,11,Chariots of Fire,rl508265985,2019964,447
1982,11,Death Wish II,rl3914106369,1334000,354
1982,11,Indiana Jones and the Raiders of the Lost Ark,rl4083844609,1243988,633
1982,11,Evil Under the Sun,rl1901102593,1200000,564
1982,11,The Amateur,rl1715701249,1052963,437
1982,11,Making Love,rl4267738625,807225,379
1982,11,Shoot the Moon,rl695305729,764366,355
1982,11,Absence of Malice,rl356550145,652467,480
1982,11,Arthur,rl2621605377,617815,449
1982,11,Taps,rl2910160385,578669,543
1982,11,Personal Best,rl1835566593,549878,142
1982,12,Porky's,rl1802208769,7623988,1148
1982,12,Richard Pryor: Live on the Sunset Strip,rl1013745153,6197068,1277
1982,12,On Golden Pond,rl2320795137,4116609,883
1982,12,Deathtrap,rl3897329153,2238977,341
1982,12,Quest for Fire,rl3010102785,2171303,223
1982,12,Missing,rl3714221569,1890514,632
1982,12,Chariots of Fire,rl508265985,1826591,435
1982,12,Evil Under the Sun,rl1901102593,637244,283
1982,12,Arthur,rl2621605377,559968,395
1982,12,Absence of Malice,rl356550145,541247,443
1982,12,The Amateur,rl1715701249,522235,351
1982,12,Making Love,rl4267738625,479768,320
1982,12,Victor Victoria,rl1215923713,139634,3
1982,13,Porky's,rl1802208769,8602473,1159
1982,13,On Golden Pond,rl2320795137,5480000,900
1982,13,Richard Pryor: Live on the Sunset Strip,rl1013745153,4594443,1235
1982,13,I Ought to Be in Pictures,rl459900417,2170397,662
1982,13,Deathtrap,rl3897329153,2053565,333
1982,13,Quest for Fire,rl3010102785,1970013,250
1982,13,Chariots of Fire,rl508265985,1815532,422
1982,13,Personal Best,rl1835566593,724028,236
1982,13,Absence of Malice,rl356550145,514406,435
1982,13,The Amateur,rl1715701249,286955,192
1982,13,Making Love,rl4267738625,266776,232
1982,13,Victor Victoria,rl1215923713,129882,3
1982,14,Porky's,rl1802208769,8034766,1484
1982,14,Some Kind of Hero,rl1332774401,5631293,975
1982,14,On Golden Pond,rl2320795137,3805370,990
1982,14,Silent Rage,rl1383171585,3693117,1458
1982,14,Chariots of Fire,rl508265985,3280675,553
1982,14,Richard Pryor: Live on the Sunset Strip,rl1013745153,2288353,851
1982,14,Victor Victoria,rl1215923713,2102208,611
1982,14,Deathtrap,rl3897329153,2061709,511
1982,14,Quest for Fire,rl3010102785,1994565,393
1982,14,Cat People,rl2336785921,1617636,600
1982,14,I Ought to Be in Pictures,rl459900417,1435557,660
1982,14,A Little Sex,rl761366017,1030070,500
1982,14,Penitentiary II,rl510166529,662896,198
1982,15,Porky's,rl1802208769,8082295,1532
1982,15,Some Kind of Hero,rl1332774401,4676826,975
1982,15,Chariots of Fire,rl508265985,3434399,753
1982,15,On Golden Pond,rl2320795137,2702573,836
1982,15,Silent Rage,rl1383171585,2435843,1314
1982,15,Victor Victoria,rl1215923713,2382802,611
1982,15,Deathtrap,rl3897329153,1926404,572
1982,15,Quest for Fire,rl3010102785,1671891,416
1982,15,Richard Pryor: Live on the Sunset Strip,rl1013745153,1524204,646
1982,15,Cat People,rl2336785921,1502216,570
1982,15,A Little Sex,rl761366017,972975,550
1982,15,I Ought to Be in Pictures,rl459900417,864497,428
1982,16,Porky's,rl1802208769,6511216,1544
1982,16,Some Kind of Hero,rl1332774401,2971935,975
1982,16,Chariots of Fire,rl508265985,2811351,810
1982,16,Victor Victoria,rl1215923713,1954806,615
1982,16,On Golden Pond,rl2320795137,1927433,751
1982,16,Deathtrap,rl3897329153,1538693,603
1982,16,Silent Rage,rl1383171585,1249238,895
1982,16,Quest for Fire,rl3010102785,1146686,401
1982,16,Richard Pryor: Live on the Sunset Strip,rl1013745153,1129682,670
1982,16,Cat People,rl2336785921,846603,363
1982,16,I Ought to Be in Pictures,rl459900417,462678,294
1982,17,Porky's,rl1802208769,5280637,1474
1982,17,If You Could See What I Hear,rl526091777,2408000,524
1982,17,Chariots of Fire,rl508265985,2085480,805
1982,17,Some Kind of Hero,rl1332774401,1927116,700
1982,17,The Sword and the Sorcerer,rl393577985,1798879,233
1982,17,On Golden Pond,rl2320795137,1694235,744
1982,17,Victor Victoria,rl1215923713,1624868,606
1982,17,Deathtrap,rl3897329153,1119752,601
1982,17,Quest for Fire,rl3010102785,956555,426
1982,17,Richard Pryor: Live on the Sunset Strip,rl1013745153,851275,613
1982,17,Silent Rage,rl1383171585,634646,651
1982,17,I Ought to Be in Pictures,rl459900417,278163,258
1982,18,Porky's,rl1802208769,4333570,1414
1982,18,The Sword and the Sorcerer,rl393577985,4100886,660
1982,18,Partners,rl4117333505,2318801,877
1982,18,If You Could See What I Hear,rl526091777,1784289,558
1982,18,Chariots of Fire,rl508265985,1668771,798
1982,18,On Golden Pond,rl2320795137,1554184,953
1982,18,Victor Victoria,rl1215923713,1380000,559
1982,18,Some Kind of Hero,rl1332774401,1262514,666
1982,18,Richard Pryor: Live on the Sunset Strip,rl1013745153,889437,663
1982,18,Deathtrap,rl3897329153,802113,517
1982,18,Quest for Fire,rl3010102785,636244,340
1982,18,I Ought to Be in Pictures,rl459900417,173102,181
1982,19,Porky's,rl1802208769,3393114,1333
1982,19,Paradise,rl2473166337,2815503,1147
1982,19,The Sword and the Sorcerer,rl393577985,2648919,660
1982,19,Chariots of Fire,rl508265985,1751755,758
1982,19,Victor Victoria,rl1215923713,1369148,578
1982,19,Partners,rl4117333505,1344524,848
1982,19,If You Could See What I Hear,rl526091777,1329880,541
1982,19,On Golden Pond,rl2320795137,1114026,617
1982,19,Deathtrap,rl3897329153,745888,533
1982,19,Quest for Fire,rl3010102785,590751,309
1982,19,Richard Pryor: Live on the Sunset Strip,rl1013745153,534647,433
1982,20,Conan the Barbarian,rl4165633537,9603139,1395
1982,20,Porky's,rl1802208769,2860834,1164
1982,20,The Sword and the Sorcerer,rl393577985,2197000,660
1982,20,Paradise,rl2473166337,1451632,962
1982,20,Wrong Is Right,rl1853523457,1412646,934
1982,20,Chariots of Fire,rl508265985,1378032,747
1982,20,Victor Victoria,rl1215923713,1185550,559
1982,20,If You Could See What I Hear,rl526091777,990155,489
1982,20,On Golden Pond,rl2320795137,718469,420
1982,20,Deathtrap,rl3897329153,572352,463
1982,20,Richard Pryor: Live on the Sunset Strip,rl1013745153,462796,438
1982,20,Quest for Fire,rl3010102785,379301,296
1982,21,Conan the Barbarian,rl4165633537,6874042,1683
1982,21,Dead Men Don't Wear Plaid,rl2806810113,4289601,882
1982,21,Porky's,rl1802208769,2862955,1104
1982,21,The Road Warrior,rl1701611009,2527864,704
1982,21,The Sword and the Sorcerer,rl393577985,2114246,630
1982,21,Fighting Back,rl1431537153,1624381,1104
1982,21,Chariots of Fire,rl508265985,1291793,660
1982,21,Victor Victoria,rl1215923713,1102000,525
1982,21,Wrong Is Right,rl1853523457,833465,815
1982,21,If You Could See What I Hear,rl526091777,804984,402
1982,21,Paradise,rl2473166337,660311,500
1982,21,On Golden Pond,rl2320795137,554836,297
1982,21,Annie,rl625116673,510632,14
1982,21,Deathtrap,rl3897329153,462521,355
1982,21,Richard Pryor: Live on the Sunset Strip,rl1013745153,281436,257
1982,21,Quest for Fire,rl3010102785,224894,230
1982,21,Diner,rl2790229505,218221,21
1982,22,Rocky III,rl3010233857,12431486,939
1982,23,Star Trek II: The Wrath of Khan,rl2993915393,14347221,1621
1982,23,Rocky III,rl3010233857,10028555,939
1982,23,Poltergeist,rl107709953,6896612,890
1982,23,Hanky Panky,rl475432449,3597244,1238
1982,23,Conan the Barbarian,rl4165633537,2685948,1149
1982,23,Visiting Hours,rl2910422529,2581076,1122
1982,23,Porky's,rl1802208769,2499511,1296
1982,23,The Sword and the Sorcerer,rl393577985,1912880,428
1982,23,Dead Men Don't Wear Plaid,rl2806810113,1311848,570
1982,23,The Road Warrior,rl1701611009,1017967,478
1982,23,Chariots of Fire,rl508265985,912404,592
1982,23,Victor Victoria,rl1215923713,783783,448
1982,23,Annie,rl625116673,414685,14
1982,23,Deathtrap,rl3897329153,248730,237
1982,23,Diner,rl2790229505,241729,28
1982,24,E.T. the Extra-Terrestrial,rl995132929,11835389,1103
1982,24,Star Trek II: The Wrath of Khan,rl2993915393,9406638,1621
1982,24,Rocky III,rl3010233857,8222095,1232
1982,24,Poltergeist,rl107709953,5379673,890
1982,24,Grease 2,rl2069333505,4645411,1250
1982,24,Hanky Panky,rl475432449,2252348,1207
1982,24,Porky's,rl1802208769,2075071,1068
1982,24,The Sword and the Sorcerer,rl393577985,1857436,412
1982,24,Conan the Barbarian,rl4165633537,1298380,677
1982,24,Visiting Hours,rl2910422529,1133359,660
1982,24,Dead Men Don't Wear Plaid,rl2806810113,765547,470
1982,24,Victor Victoria,rl1215923713,732939,460
1982,24,The Road Warrior,rl1701611009,703089,357
1982,24,Chariots of Fire,rl508265985,649362,501
1982,24,Annie,rl625116673,374950,14
1982,24,Diner,rl2790229505,198419,30
1982,24,Deathtrap,rl3897329153,138202,172
1982,25,E.T. the Extra-Terrestrial,rl995132929,12610610,1116
1982,25,Firefox,rl2505278977,8152948,881
1982,25,Rocky III,rl3010233857,6313576,1232
1982,25,Star Trek II: The Wrath of Khan,rl2993915393,6231736,1508
1982,25,Annie,rl625116673,5312062,1102
1982,25,Poltergeist,rl107709953,4709044,911
1982,25,Author! Author!,rl994412033,2279260,504
1982,25,Grease 2,rl2069333505,2261750,1250
1982,25,The Sword and the Sorcerer,rl393577985,1764564,390
1982,25,Porky's,rl1802208769,1718871,1019
1982,25,Hanky Panky,rl475432449,1057415,776
1982,25,Conan the Barbarian,rl4165633537,869808,687
1982,26,E.T. the Extra-Terrestrial,rl995132929,13729552,1279
1982,26,Blade Runner,rl2219279873,6150002,1295
1982,26,Firefox,rl2505278977,5126097,891
1982,26,Rocky III,rl3010233857,5092684,1232
1982,26,Star Trek II: The Wrath of Khan,rl2993915393,4546175,1295
1982,26,Annie,rl625116673,4539983,1102
1982,26,Poltergeist,rl107709953,4103235,911
1982,26,The Thing,rl1802798593,3107897,840
1982,26,Megaforce,rl778208769,2350021,1193
1982,26,Bambi,rl2772796929,2096384,508
1982,26,Author! Author!,rl994412033,1735104,508
1982,26,The Sword and the Sorcerer,rl393577985,1535170,320
